,Gender,Age,Occupation,Zip-code,Gender_enc,Age_enc,Occupation_enc,Zip-code_enc
4074,M,35,6,78746,1,3,6,2494
4075,M,25,16,47901,1,2,16,1578
4076,M,25,17,55344,1,2,17,1887
4077,F,35,2,22030,0,3,2,862
4078,M,25,15,28226,1,2,15,1010
4079,M,35,17,26505,1,3,17,961
4080,M,35,1,48912,1,3,1,1673
4081,M,18,12,19403,1,1,12,751
4082,M,25,20,79912,1,2,20,2514
4083,M,56,14,92630,1,6,14,2963
4084,M,56,13,14215,1,6,13,603
4085,F,25,6,79416,0,2,6,2510
4086,F,1,10,55391,0,0,10,1894
4087,M,1,4,63376,1,0,4,2166
4088,M,25,3,77057,1,2,3,2409
4089,M,25,7,79416,1,2,7,2510
4090,M,56,6,77379,1,6,6,2426
4091,M,25,17,55410,1,2,17,1905
4092,F,25,0,19063,0,2,0,712
4093,M,25,4,70806,1,2,4,2263
4094,M,25,17,49017,1,2,17,1677
4095,M,25,0,10013,1,2,0,407
4096,M,25,15,60004,1,2,15,1991
4097,M,25,7,63366,1,2,7,2165
4098,M,35,7,53150,1,3,7,1765
4099,M,35,17,94954,1,3,17,3148
4100,M,56,6,77096,1,6,6,2417
4101,M,18,4,23233,1,1,4,922
4102,M,1,10,48655,1,0,10,1663
4103,M,18,16,11211,1,1,16,471
4104,M,18,16,42141,1,1,16,1368
4105,M,50,7,34243,1,5,7,1244
4106,M,25,16,95437,1,2,16,3198
4107,F,25,0,23221,0,2,0,919
4108,M,35,17,77536,1,3,17,2435
4109,M,35,3,97202,1,3,3,3282
4110,F,45,7,41722,0,4,7,1365
4111,M,25,15,32603,1,2,15,1152
4112,M,45,18,47129,1,4,18,1569
4113,M,35,17,58503,1,3,17,1979
4114,M,35,14,48187,1,3,14,1622
4115,M,25,15,99353,1,2,15,3429
4116,M,35,7,07040,1,3,7,309
4117,M,18,4,43551,1,1,4,1404
4118,M,25,3,91221,1,2,3,2831
4119,M,50,1,39401,1,5,1,1337
4120,M,25,16,71118,1,2,16,2269
4121,M,45,7,08876,1,4,7,389
4122,M,18,19,82070,1,1,19,2587
4123,F,25,4,46807,0,2,4,1559
4124,M,25,18,62330-1408,1,2,18,2126
4125,M,35,2,13676,1,3,2,594
4126,M,25,17,53188,1,2,17,1767
4127,M,50,17,16803,1,5,17,666
4128,M,35,6,60025,1,3,6,1998
4129,M,56,11,12144,1,6,11,524
4130,M,35,6,48439,1,3,6,1656
4131,M,45,7,97720,1,4,7,3322
4132,M,25,17,80112,1,2,17,2529
4133,M,45,4,77009,1,4,4,2396
4134,F,45,12,85283,0,4,12,2660
4135,M,1,10,46321,1,0,10,1544
4136,M,50,16,60056,1,5,16,2008
4137,M,25,7,91941,1,2,7,2887
4138,M,25,7,91423,1,2,7,2857
4139,M,56,14,40207,1,6,14,1347
4140,M,25,0,32112,1,2,0,1131
4141,M,35,17,95014,1,3,17,3154
4142,M,56,7,01040,1,6,7,11
4143,F,25,5,60441,0,2,5,2048
4144,M,18,4,02451,1,1,4,135
4145,F,50,1,78681,0,5,1,2480
4146,M,35,17,44301,1,3,17,1446
4147,F,50,7,02889,0,5,7,176
4148,F,35,7,55021,0,3,7,1833
4149,M,35,1,32792,1,3,1,1164
4150,M,25,0,29672,1,2,0,1049
4151,M,45,20,43201,1,4,20,1383
4152,M,25,14,74114,1,2,14,2312
4153,M,50,17,16801,1,5,17,664
4154,M,25,1,29440,1,2,1,1039
4155,M,50,17,85712,1,5,17,2674
4156,M,56,20,95123,1,6,20,3172
4157,M,50,18,97321,1,5,18,3302
4158,F,1,10,90039,0,0,10,2759
4159,F,50,9,01450,0,5,9,23
4160,M,35,20,10027,1,3,20,419
4161,M,45,0,90404,1,4,0,2795
4162,F,25,14,23221,0,2,14,919
4163,M,56,7,08901,1,6,7,390
4164,M,35,1,50677,1,3,1,1738
4165,F,25,14,94114,0,2,14,3060
4166,F,25,7,75240,0,2,7,2357
4167,M,25,20,22032,1,2,20,864
4168,F,45,6,37766,0,4,6,1299
4169,M,50,0,66048,1,5,0,2204
4170,M,45,7,53713,1,4,7,1795
4171,M,56,16,79705,1,6,16,2513
4172,M,35,7,19901,1,3,7,771
4173,F,18,11,29063,0,1,11,1027
4174,F,35,3,20110,0,3,3,784
4175,M,35,0,66204,1,3,0,2207
4176,M,45,7,19008,1,4,7,704
4177,M,35,17,90680,1,3,17,2807
4178,F,50,16,08033,0,5,16,354
4179,F,35,20,94949,0,3,20,3146
4180,M,56,13,13502,1,6,13,591
4181,F,25,7,33177,0,2,7,1200
4182,M,25,18,80903,1,2,18,2571
4183,M,25,1,91730,1,2,1,2870
4184,M,50,7,32114,1,5,7,1132
4185,M,25,14,90274,1,2,14,2785
4186,M,25,7,33308,1,2,7,1204
4187,F,56,20,63026,0,6,20,2136
4188,M,50,7,74137,1,5,7,2316
4189,M,35,14,91364,1,3,14,2851
4190,M,45,17,89108,1,4,17,2712
4191,F,45,15,55446,0,4,15,1933
4192,M,35,17,77521,1,3,17,2434
4193,M,56,13,93907,1,6,13,3025
4194,M,18,4,60637,1,1,4,2086
4195,F,56,13,95050,0,6,13,3162
4196,M,35,14,14221,1,3,14,604
4197,F,45,1,18042,0,4,1,689
4198,M,18,4,80631,1,1,4,2568
4199,F,25,9,32712,0,2,9,1160
4200,M,45,7,10543,1,4,7,441
4201,F,25,0,65550,0,2,0,2197
4202,M,25,7,21234,1,2,7,853
4203,M,25,18,58270,1,2,18,1976
4204,M,35,7,06905,1,3,7,301
4205,F,25,15,87801,0,2,15,2699
4206,F,35,1,22947,0,3,1,910
4207,M,35,1,90731,1,3,1,2810
4208,F,35,0,90403,0,3,0,2794
4209,M,56,0,37363,1,6,0,1294
4210,M,25,17,85710,1,2,17,2673
4211,M,45,5,77662,1,4,5,2443
4212,M,56,18,56716,1,6,18,1965
4213,M,35,7,63125,1,3,7,2150
4214,F,25,0,20121,0,2,0,788
4215,M,25,7,77006,1,2,7,2393
4216,M,25,17,01752,1,2,17,51
4217,M,18,4,18042,1,1,4,689
4218,M,50,17,23233,1,5,17,922
4219,M,35,17,95125,1,3,17,3174
4220,M,35,0,97225,1,3,0,3295
4221,M,35,4,53818,1,3,4,1803
4222,F,45,17,55976,0,4,17,1950
4223,F,35,17,60148,0,3,17,2029
4224,F,45,1,48198,0,4,1,1625
4225,F,25,3,48197,0,2,3,1624
4226,F,35,6,76021,0,3,6,2369
4227,M,25,19,11414-2520,1,2,19,489
4228,M,50,18,20706,1,5,18,802
4229,M,35,17,94010,1,3,17,3031
4230,M,56,13,34235,1,6,13,1243
4231,F,50,18,20706,0,5,18,802
4232,F,35,20,75287,0,3,20,2359
4233,M,35,4,37917,1,3,4,1309
4234,F,45,3,48130,0,4,3,1610
4235,M,50,2,90029,1,5,2,2751
4236,F,25,3,07960,0,2,3,347
4237,M,25,14,77450,1,2,14,2429
4238,M,35,16,44691,1,3,16,1470
4239,M,50,7,52402,1,5,7,1749
4240,M,35,17,55330,1,3,17,1883
4241,M,35,7,11767,1,3,7,507
4242,M,50,7,78704,1,5,7,2483
4243,M,56,7,32137,1,6,7,1135
4244,M,35,17,48146,1,3,17,1613
4245,M,50,12,44286,1,5,12,1445
4246,F,35,7,48034,0,3,7,1583
4247,M,25,4,82601,1,2,4,2589
4248,M,25,4,26508,1,2,4,962
4249,F,18,17,65203,0,1,17,2191
4250,F,50,0,33313,0,5,0,1206
4251,M,45,7,60139,1,4,7,2028
4252,F,35,3,28262,0,3,3,1012
4253,M,45,11,03301,1,4,11,195
4254,M,25,17,38654,1,2,17,1334
4255,M,50,12,13041,1,5,12,561
4256,F,1,2,78945,0,0,2,2503
4257,M,50,16,38122,1,5,16,1327
4258,M,25,17,19711,1,2,17,762
4259,M,35,17,45380,1,3,17,1503
4260,M,25,16,59079,1,2,16,1984
4261,F,35,6,07950,0,3,6,346
4262,F,35,6,06512,0,3,6,286
4263,M,25,7,40205,1,2,7,1346
4264,M,45,1,60102,1,4,1,2021
4265,M,25,12,03060,1,2,12,186
4266,M,56,13,78681,1,6,13,2480
4267,M,35,7,02171,1,3,7,118
4268,F,45,20,04046,0,4,20,219
4269,M,35,18,27603,1,3,18,983
4270,M,45,7,13211,1,4,7,581
4271,M,35,7,83405,1,3,7,2594
4272,M,45,17,37923,1,4,17,1314
4273,M,45,13,30030,1,4,13,1060
4274,F,45,1,04258,0,4,1,234
4275,F,45,16,14468,0,4,16,612
4276,F,45,0,96821,0,4,0,3258
4277,M,35,16,98133,1,3,16,3369
4278,F,45,7,09094,0,4,7,394
4279,M,25,16,43215,1,2,16,1390
4280,M,35,17,27587,1,3,17,982
4281,M,56,13,92120,1,6,13,2924
4282,M,35,0,15801,1,3,0,658
4283,F,25,9,98632,0,2,9,3407
4284,M,50,7,40601,1,5,7,1356
4285,M,35,0,62704,1,3,0,2131
4286,M,35,17,11554,1,3,17,495
4287,M,25,7,35244,1,2,7,1264
4288,F,25,9,46580,0,2,9,1550
4289,M,35,14,32068,1,3,14,1128
4290,M,25,17,98661,1,2,17,3409
4291,M,35,14,98125,1,3,14,3367
4292,M,25,0,98178,1,2,0,3376
4293,F,45,9,55391,0,4,9,1894
4294,M,1,10,75633,1,0,10,2363
4295,M,18,18,90605,1,1,18,2801
4296,M,56,6,33030,1,6,6,1185
4297,M,45,15,55391,1,4,15,1894
4298,F,18,14,85705,0,1,14,2672
4299,F,25,2,43617,0,2,2,1411
4300,F,18,4,98125,0,1,4,3367
4301,M,35,11,38135,1,3,11,1329
4302,M,50,1,45385,1,5,1,1505
4303,M,25,2,91910,1,2,2,2885
4304,M,18,0,46250,1,1,0,1539
4305,F,45,17,27616,0,4,17,991
4306,M,45,7,67301,1,4,7,2225
4307,M,25,0,94122,1,2,0,3067
4308,M,25,0,33702,1,2,0,1226
4309,M,25,0,36301,1,2,0,1275
4310,M,25,4,57006,1,2,4,1967
4311,M,50,13,68502,1,5,13,2237
4312,M,25,18,78757,1,2,18,2498
4313,F,25,7,07067,0,2,7,312
4314,M,25,17,79925,1,2,17,2515
4315,M,18,4,44266,1,1,4,1442
4316,M,25,6,75080,1,2,6,2339
4317,F,35,14,60202,0,3,14,2041
4318,M,25,5,02891,1,2,5,177
4319,M,35,7,44125,1,3,7,1428
4320,M,25,5,89114,1,2,5,2715
4321,M,45,7,80525,1,4,7,2563
4322,F,50,6,75605,0,5,6,2362
4323,M,18,4,82072,1,1,4,2588
4324,M,25,5,60010,1,2,5,1993
4325,M,25,0,30082,1,2,0,1072
4326,F,45,13,94931,0,4,13,3142
4327,M,35,17,37221,1,3,17,1292
4328,M,50,3,75650,1,5,3,2364
4329,F,25,14,78232,0,2,14,2463
4330,F,45,6,85719,0,4,6,2677
4331,M,35,6,45011,1,3,6,1474
4332,F,25,3,60606,0,2,3,2072
4333,M,50,2,33134,1,5,2,1190
4334,M,25,1,70458,1,2,1,2255
4335,M,35,0,74011,1,3,0,2306
4336,F,25,0,40241,0,2,0,1349
4337,M,18,20,76135,1,1,20,2379
4338,F,18,5,46222,0,1,5,1533
4339,M,25,2,78748,1,2,2,2495
4340,F,25,17,76021,0,2,17,2369
4341,M,35,17,33433,1,3,17,1214
4342,M,25,0,66614,1,2,0,2216
4343,M,25,12,75007,1,2,12,2325
4344,M,25,1,44240,1,2,1,1437
4345,F,25,14,44304,0,2,14,1448
4346,M,18,17,45701,1,1,17,1516
4347,F,18,20,77304,0,1,20,2422
4348,M,45,0,30189,1,4,0,1082
4349,M,18,2,95843,1,1,2,3232
4350,M,18,2,29118,1,1,2,1029
4351,M,25,12,37919,1,2,12,1310
4352,M,18,4,11010,1,1,4,460
4353,M,25,7,11215,1,2,7,473
4354,M,35,14,78611,1,3,14,2472
4355,M,50,14,08028,1,5,14,353
4356,M,35,16,85730,1,3,16,2680
4357,F,35,9,83616,0,3,9,2595
4358,M,35,17,04457,1,3,17,240
4359,M,18,4,33168,1,1,4,1198
4360,F,25,9,98001,0,2,9,3326
4361,M,35,15,83616,1,3,15,2595
4362,M,25,17,85016,1,2,17,2633
4363,M,35,14,91602,1,3,14,2864
4364,M,25,18,98001,1,2,18,3326
4365,F,50,16,46350,0,5,16,1546
4366,M,18,15,02215,1,1,15,120
4367,M,35,0,52057,1,3,0,1744
4368,M,18,17,22043,1,1,17,868
4369,M,50,7,30306,1,5,7,1088
4370,M,25,16,07701,1,2,16,335
4371,F,18,4,63109,0,1,4,2142
4372,M,35,17,75010,1,3,17,2326
4373,M,50,12,32920,1,5,12,1174
4374,M,18,4,43201,1,1,4,1383
4375,F,25,5,40241,0,2,5,1349
4376,F,25,5,27203,0,2,5,966
4377,M,25,0,32444,1,2,0,1147
4378,M,18,17,06040,1,1,17,258
4379,M,25,4,27278,1,2,4,968
4380,F,25,1,37153,0,2,1,1285
4381,M,25,4,65804,1,2,4,2200
4382,M,25,18,14620,1,2,18,622
4383,F,18,4,93940,0,1,4,3028
4384,M,25,0,43623,1,2,0,1412
4385,M,25,4,93940,1,2,4,3028
4386,M,25,5,74055,1,2,5,2308
4387,F,18,4,63109,0,1,4,2142
4388,M,45,3,75074,1,4,3,2337
4389,M,25,4,48072,1,2,4,1590
4390,M,25,0,11201,1,2,0,468
4391,F,18,4,43402,0,1,4,1400
4392,M,18,4,43402,1,1,4,1400
4393,M,18,4,43402,1,1,4,1400
4394,M,25,4,43402,1,2,4,1400
4395,M,50,6,43402,1,5,6,1400
4396,M,18,1,44221,1,1,1,1435
4397,M,18,4,43402,1,1,4,1400
4398,F,18,4,43612,0,1,4,1407
4399,F,18,4,43403,0,1,4,1401
4400,F,18,4,43402,0,1,4,1400
4401,M,18,4,10027,1,1,4,419
4402,F,18,14,43614,0,1,14,1409
4403,M,25,15,90066,1,2,15,2767
4404,M,25,1,57106,1,2,1,1969
4405,M,25,14,98103,1,2,14,3352
4406,M,25,16,80013,1,2,16,2522
4407,M,18,4,02143,1,1,4,108
4408,F,45,2,19033,0,4,2,709
4409,M,25,14,65023,1,2,14,2188
4410,M,18,19,40475,1,1,19,1351
4411,M,18,4,92122,1,1,4,2926
4412,M,18,4,16802,1,1,4,665
4413,M,1,13,37130,1,0,13,1284
4414,M,25,4,40504,1,2,4,1352
4415,M,18,0,02215,1,1,0,120
4416,M,18,4,02134,1,1,4,100
4417,M,25,15,02135,1,2,15,101
4418,F,50,0,02139,0,5,0,104
4419,F,45,12,15801,0,4,12,658
4420,M,25,15,92557,1,2,15,2950
4421,M,45,0,90024,1,4,0,2746
4422,M,25,5,10463,1,2,5,434
4423,M,18,4,52241,1,1,4,1747
4424,M,25,7,94109,1,2,7,3056
4425,M,35,7,98607,1,3,7,3404
4426,M,45,17,93401,1,4,17,3010
4427,M,18,0,51104,1,1,0,1739
4428,M,25,14,46940,1,2,14,1566
4429,M,25,5,85705,1,2,5,2672
4430,F,25,0,94403,0,2,0,3082
4431,M,1,14,80401,1,0,14,2556
4432,M,25,12,21045,1,2,12,839
4433,M,25,0,43081,1,2,0,1380
4434,F,35,7,60201,0,3,7,2040
4435,M,25,7,76904,1,2,7,2391
4436,M,25,12,19067,1,2,12,713
4437,F,35,5,47129,0,3,5,1569
4438,M,50,0,11947,1,5,0,516
4439,M,35,6,37664,1,3,6,1297
4440,M,35,1,81005,1,3,1,2578
4441,M,18,4,98105,1,1,4,3353
4442,M,50,15,94303,1,5,15,3076
4443,M,56,2,91321,1,6,2,2838
4444,F,25,12,80126,0,2,12,2532
4445,M,25,3,19806,1,2,3,768
4446,M,18,18,60435,1,1,18,2046
4447,M,45,5,32953,1,4,5,1178
4448,M,25,14,06880,1,2,14,300
4449,M,25,12,27513,1,2,12,976
4450,M,25,15,60611,1,2,15,2075
4451,M,25,14,30101,1,2,14,1075
4452,F,25,7,78666,0,2,7,2479
4453,M,35,0,95667,1,3,0,3212
4454,M,25,20,111225,1,2,20,467
4455,M,35,7,27511,1,3,7,975
4456,F,35,2,49770,0,3,2,1713
4457,M,35,14,95492,1,3,14,3204
4458,F,25,4,15701-2017,0,2,4,656
4459,M,25,1,28027,1,2,1,999
4460,M,25,14,70005,1,2,14,2245
4461,M,25,20,81101,1,2,20,2580
4462,F,25,0,60156,0,2,0,2031
4463,M,50,7,07405,1,5,7,318
4464,F,50,1,62052,0,5,1,2121
4465,M,18,4,02148,1,1,4,111
4466,M,35,11,10022,1,3,11,415
4467,F,50,6,15333,0,5,6,653
4468,F,35,7,75601,0,3,7,2360
4469,F,45,12,92037,0,4,12,2900
4470,M,35,12,15089,1,3,12,636
4471,M,25,6,94108,1,2,6,3055
4472,F,45,16,14424,0,4,16,608
4473,M,35,1,94121,1,3,1,3066
4474,M,35,7,28805,1,3,7,1026
4475,M,18,4,10020,1,1,4,413
4476,M,45,1,50588,1,4,1,1736
4477,M,25,7,98908,1,2,7,3417
4478,M,1,12,02138,1,0,12,103
4479,M,50,13,33015,1,5,13,1179
4480,M,25,0,94403,1,2,0,3082
4481,M,25,18,26104,1,2,18,955
4482,F,35,1,94044,0,3,1,3041
4483,F,25,6,72703,0,2,6,2284
4484,F,25,17,94613,0,2,17,3124
4485,M,25,4,64112,1,2,4,2177
4486,M,35,8,98674,1,3,8,3411
4487,M,25,7,01850,1,2,7,60
4488,M,35,7,72703,1,3,7,2284
4489,M,18,4,78613,1,1,4,2473
4490,M,35,5,70123,1,3,5,2253
4491,M,18,4,52405,1,1,4,1750
4492,M,56,13,45322-3132,1,6,13,1502
4493,F,1,10,10025,0,0,10,418
4494,M,45,0,33460,1,4,0,1217
4495,M,18,4,22906,1,1,4,906
4496,M,45,2,06513,1,4,2,287
4497,M,50,0,29678,1,5,0,1050
4498,M,50,7,76054,1,5,7,2374
4499,M,25,6,62702,1,2,6,2130
4500,M,50,7,76054,1,5,7,2374
4501,M,25,17,94118,1,2,17,3064
4502,M,50,0,01379,1,5,0,21
4503,M,56,1,85374,1,6,1,2669
4504,F,25,0,65775,0,2,0,2199
4505,M,50,7,39648,1,5,7,1340
4506,M,50,16,29464,1,5,16,1041
4507,M,18,4,61820,1,1,4,2112
4508,M,25,20,15701,1,2,20,654
4509,M,25,7,38261,1,2,7,1330
4510,M,45,7,92503,1,4,7,2946
4511,M,35,7,62234,1,3,7,2124
4512,M,25,1,16508,1,2,1,662
4513,M,56,0,61704,1,6,0,2109
4514,M,18,3,48604,1,1,3,1661
4515,M,56,13,29449,1,6,13,1040
4516,M,18,4,53142,1,1,4,1764
4517,F,18,1,48067,0,1,1,1588
4518,M,25,0,80903,1,2,0,2571
4519,M,50,7,38135,1,5,7,1329
4520,M,25,4,45810,1,2,4,1519
4521,M,35,12,15202,1,3,12,640
4522,M,45,1,81004,1,4,1,2577
4523,M,18,2,55304,1,1,2,1877
4524,M,25,2,55113,1,2,2,1860
4525,M,25,14,10021,1,2,14,414
4526,M,25,20,10012,1,2,20,406
4527,M,18,0,38111,1,1,0,1325
4528,M,25,14,27605,1,2,14,984
4529,M,35,6,84102,1,3,6,2616
4530,F,35,1,92103,0,3,1,2912
4531,M,18,4,85701,1,1,4,2671
4532,M,25,7,10025,1,2,7,418
4533,M,25,12,53045,1,2,12,1755
4534,M,18,4,72202,1,1,4,2276
4535,M,18,19,17517,1,1,19,678
4536,M,18,12,53715,1,1,12,1797
4537,F,45,1,01379,0,4,1,21
4538,M,25,12,0956456,1,2,12,396
4539,M,35,19,01054,1,3,19,12
4540,F,25,14,94301,0,2,14,3075
4541,M,1,10,55427,1,0,10,1919
4542,M,35,0,94610,1,3,0,3121
4543,M,25,2,11105,1,2,2,465
4544,M,56,1,53705,1,6,1,1791
4545,M,25,16,47274,1,2,16,1570
4546,M,25,7,49686,1,2,7,1711
4547,M,18,12,02115,1,1,12,93
4548,M,18,2,27514,1,1,2,977
4549,F,1,10,99016,0,0,10,3421
4550,M,18,16,24541,1,1,16,949
4551,M,18,12,60622,1,1,12,2081
4552,M,25,0,22306,1,2,0,887
4553,F,35,16,48237,0,3,16,1631
4554,F,25,9,48306,0,2,9,1635
4555,F,18,9,73008,0,1,9,2292
4556,M,45,16,55011,1,4,16,1829
4557,M,25,14,02134,1,2,14,100
4558,M,35,14,48217,1,3,14,1627
4559,M,25,7,05346,1,2,7,251
4560,M,25,0,69301,1,2,0,2242
4561,F,25,9,84037,0,2,9,2605
4562,M,35,10,94133,1,3,10,3072
4563,F,25,6,22903,0,2,6,904
4564,M,35,12,19107,1,3,12,723
4565,M,35,14,94085,1,3,14,3047
4566,M,35,17,19473,1,3,17,758
4567,M,18,4,98105,1,1,4,3353
4568,F,25,4,90034,0,2,4,2754
4569,M,25,0,21532,1,2,0,855
4570,M,45,17,60185,1,4,17,2035
4571,M,35,7,21013,1,3,7,832
4572,F,1,10,17036,0,0,10,672
4573,M,50,16,11963,1,5,16,517
4574,M,25,4,60614,1,2,4,2078
4575,F,1,10,03608,0,0,10,199
4576,F,25,7,48237,0,2,7,1631
4577,M,35,7,48306,1,3,7,1635
4578,M,25,0,02134,1,2,0,100
4579,F,18,4,63332,0,1,4,2164
4580,F,56,13,97113,0,6,13,3274
4581,M,25,1,19103,1,2,1,720
4582,F,25,0,55408,0,2,0,1903
4583,M,50,1,48371,1,5,1,1653
4584,F,45,0,11372,0,4,0,486
4585,M,35,7,30324,1,3,7,1094
4586,M,25,4,01604,1,2,4,38
4587,M,35,14,07920,1,3,14,344
4588,F,25,4,48042,0,2,4,1585
4589,M,25,17,02139,1,2,17,104
4590,F,18,20,55104,0,1,20,1851
4591,M,25,15,02143,1,2,15,108
4592,M,18,4,66044,1,1,4,2202
4593,F,45,1,43202,0,4,1,1384
4594,M,35,16,55303,1,3,16,1876
4595,M,25,18,97034,1,2,18,3270
4596,F,18,4,94611,0,1,4,3122
4597,F,25,4,22207,0,2,4,882
4598,F,35,3,48237,0,3,3,1631
4599,F,35,0,04287,0,3,0,236
4600,M,25,0,46240,1,2,0,1538
4601,M,35,14,55415,1,3,14,1910
4602,M,35,7,10021,1,3,7,414
4603,F,35,2,33619,0,3,2,1223
4604,M,25,15,10461,1,2,15,432
4605,M,25,15,92656,1,2,15,2968
4606,F,1,10,90291,0,0,10,2789
4607,M,25,0,27403,1,2,0,970
4608,F,25,0,02144,0,2,0,109
4609,F,25,4,53951,0,2,4,1804
4610,F,25,4,53951,0,2,4,1804
4611,F,18,4,78705,0,1,4,2484
4612,F,18,4,94702,0,1,4,3126
4613,M,25,12,41042,1,2,12,1360
4614,F,45,1,10469,0,4,1,435
4615,M,25,17,61615,1,2,17,2107
4616,M,25,20,11717,1,2,20,501
4617,F,25,6,55433,0,2,6,1924
4618,M,25,14,97202,1,2,14,3282
4619,F,25,1,97225,0,2,1,3295
4620,F,18,17,94606,0,1,17,3117
4621,M,25,4,94305,1,2,4,3077
4622,M,25,12,55433,1,2,12,1924
4623,M,25,16,22207,1,2,16,882
4624,M,25,12,84062,1,2,12,2609
4625,M,25,7,92691,1,2,7,2977
4626,M,25,14,97219,1,2,14,3293
4627,M,56,1,45224,1,6,1,1486
4628,F,56,6,23225,0,6,6,920
4629,F,18,4,94309,0,1,4,3079
4630,F,25,4,94610,0,2,4,3121
4631,M,18,4,94111,1,1,4,3058
4632,M,25,0,98040,1,2,0,3341
4633,M,1,0,48302,1,0,0,1633
4634,M,50,20,98119,1,5,20,3364
4635,M,18,4,94703,1,1,4,3127
4636,M,18,2,10010,1,1,2,404
4637,F,35,9,48302,0,3,9,1633
4638,M,25,4,55417,1,2,4,1912
4639,M,35,11,20895,1,3,11,827
4640,M,25,4,55417,1,2,4,1912
4641,M,25,7,20016,1,2,7,780
4642,M,25,0,44691,1,2,0,1470
4643,M,25,0,98115,1,2,0,3360
4644,M,50,1,19481,1,5,1,759
4645,F,50,6,48094,0,5,6,1594
4646,F,25,6,90405,0,2,6,2796
4647,M,35,20,80222,1,3,20,2544
4648,M,18,4,73071,1,1,4,2297
4649,M,56,13,10025,1,6,13,418
4650,M,25,7,30041,1,2,7,1063
4651,F,45,0,10036,0,4,0,422
4652,F,25,7,94115,0,2,7,3061
4653,M,35,12,95051,1,3,12,3163
4654,M,35,20,94574,1,3,20,3110
4655,F,25,1,92037,0,2,1,2900
4656,M,25,17,94041,1,2,17,3039
4657,M,45,14,55416,1,4,14,1911
4658,M,25,4,99163,1,2,4,3423
4659,F,25,14,37076,0,2,14,1282
4660,F,18,4,06074,0,1,4,261
4661,M,45,15,85255,1,4,15,2652
4662,F,18,4,84109,0,1,4,2620
4663,M,25,4,92037,1,2,4,2900
4664,F,45,7,77006,0,4,7,2393
4665,M,35,2,03431,1,3,2,196
4666,M,35,1,53704,1,3,1,1790
4667,M,25,14,94117,1,2,14,3063
4668,M,35,14,74012,1,3,14,2307
4669,M,35,7,19004,1,3,7,702
4670,M,35,5,91343,1,3,5,2844
4671,M,25,12,94043,1,2,12,3040
4672,M,56,13,94306,1,6,13,3078
4673,M,35,16,94705,1,3,16,3129
4674,F,35,7,08318,0,3,7,364
4675,F,18,4,27514,0,1,4,977
4676,M,45,14,46038,1,4,14,1523
4677,M,50,6,05055,1,5,6,247
4678,M,35,2,90292,1,3,2,2790
4679,M,56,13,76051,1,6,13,2373
4680,M,35,0,04473,1,3,0,241
4681,F,35,15,06119,0,3,15,270
4682,M,25,7,05346,1,2,7,251
4683,M,25,0,22101,1,2,0,870
4684,F,25,0,04473,0,2,0,241
4685,M,35,1,55454,1,3,1,1937
4686,M,18,1,50201,1,1,1,1722
4687,M,35,14,01746,1,3,14,49
4688,M,25,9,44310,1,2,9,1450
4689,M,18,12,02215,1,1,12,120
4690,F,1,10,79605,0,0,10,2511
4691,F,45,17,55419,0,4,17,1914
4692,F,25,7,78703,0,2,7,2482
4693,M,18,1,60626,1,1,1,2083
4694,M,56,7,40505,1,6,7,1353
4695,M,18,18,56002,1,1,18,1953
4696,M,18,12,10027,1,1,12,419
4697,M,18,10,79605,1,1,10,2511
4698,F,25,6,55417,0,2,6,1912
4699,F,18,0,91765,0,1,0,2872
4700,F,18,4,48109,0,1,4,1604
4701,M,45,17,18036,1,4,17,688
4702,M,25,11,13031,1,2,11,558
4703,M,25,7,02035,1,2,7,80
4704,M,18,20,02601,1,1,20,156
4705,F,18,0,75115,0,1,0,2344
4706,M,25,14,68502,1,2,14,2237
4707,M,1,0,92804,1,0,0,2985
4708,M,25,0,60647,1,2,0,2090
4709,M,45,0,06804,1,4,0,293
4710,F,35,16,24450,0,3,16,946
4711,M,25,17,32250,1,2,17,1140
4712,M,35,17,03824,1,3,17,207
4713,M,25,17,90245,1,2,17,2778
4714,M,50,1,55405,1,5,1,1899
4715,M,25,2,97205,1,2,2,3284
4716,F,25,16,02465,0,2,16,143
4717,M,45,17,48310,1,4,17,1637
4718,M,35,7,03885,1,3,7,214
4719,F,35,9,02816,0,3,9,167
4720,M,25,2,90035,1,2,2,2755
4721,M,35,11,95405,1,3,11,3194
4722,M,35,12,55122,1,3,12,1868
4723,M,35,7,90014-1718,1,3,7,2742
4724,F,56,6,01852,0,6,6,62
4725,M,35,5,96707-1321,1,3,5,3244
4726,F,35,16,95828,0,3,16,3229
4727,F,56,0,98801,0,6,0,3415
4728,M,25,19,31401,1,2,19,1121
4729,M,50,16,55347,1,5,16,1890
4730,M,50,11,04102,1,5,11,227
4731,M,25,17,98033,1,2,17,3337
4732,M,25,14,24450,1,2,14,946
4733,M,18,18,52301,1,1,18,1748
4734,M,50,1,93105,1,5,1,3004
4735,M,45,3,50312,1,4,3,1730
4736,M,18,20,91505,1,1,20,2862
4737,M,35,16,19003,1,3,16,701
4738,M,56,1,23608,1,6,1,939
4739,M,25,3,32580,1,2,3,1150
4740,F,25,3,38134,0,2,3,1328
4741,M,35,7,15203,1,3,7,641
4742,M,25,3,94118,1,2,3,3064
4743,M,56,13,63122,1,6,13,2148
4744,M,50,15,12740,1,5,15,549
4745,F,18,4,06268,0,1,4,271
