,Title,Genres,Title_enc,Genres_enc
2476,Heartbreak Ridge (1986),Action|War,1559,94
2477,Firewalker (1986),Adventure,1211,96
2478,Three Amigos! (1986),Comedy|Western,3497,215
2479,Gloria (1999),Drama|Thriller,1398,260
2480,Dry Cleaning (Nettoyage à sec) (1997),Drama,1031,239
2481,My Name Is Joe (1998),Drama|Romance,2414,252
2482,Still Crazy (1998),Comedy|Romance,3330,207
2483,"Day of the Beast, The (El Día de la bestia) (1995)",Comedy|Horror|Thriller,889,200
2484,Tinseltown (1998),Comedy,3532,176
2485,She's All That (1999),Comedy|Romance,3115,207
2486,24-hour Woman (1998),Drama,19,239
2487,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy,455,43
2488,Peeping Tom (1960),Drama|Horror|Thriller,2660,245
2489,Spanish Fly (1998),Drama,3252,239
2490,Payback (1999),Action|Thriller,2655,92
2491,Simply Irresistible (1999),Comedy|Romance,3143,207
2492,20 Dates (1998),Comedy,13,176
2493,"Harmonists, The (1997)",Drama,1538,239
2494,"Last Days, The (1998)",Documentary,1961,235
2495,"Fantastic Planet, The (La Planète sauvage) (1973)",Animation|Sci-Fi,1158,158
2496,Blast from the Past (1999),Comedy|Romance,439,207
2497,Message in a Bottle (1999),Romance,2251,290
2498,My Favorite Martian (1999),Comedy|Sci-Fi,2401,211
2499,God Said 'Ha!' (1998),Comedy,1406,176
2500,Jawbreaker (1999),Comedy,1822,176
2501,October Sky (1999),Drama,2537,239
2502,Office Space (1999),Comedy|Romance,2545,207
2503,"Apple, The (Sib) (1998)",Drama,202,239
2504,200 Cigarettes (1999),Comedy|Drama,15,185
2505,8MM (1999),Thriller,34,298
2506,"Other Sister, The (1999)",Comedy|Drama|Romance,2598,187
2507,Breakfast of Champions (1999),Comedy,532,176
2508,"Breaks, The (1999)",Drama,535,239
2509,Eight Days a Week (1997),Comedy,1067,176
2510,Just the Ticket (1999),Comedy|Romance,1872,207
2511,"Long Goodbye, The (1973)",Crime,2066,216
2512,"Ballad of Narayama, The (Narayama Bushiko) (1982)",Drama,280,239
2513,Pet Sematary (1989),Horror,2677,274
2514,Pet Sematary II (1992),Horror,2678,274
2515,Children of the Corn II: The Final Sacrifice (1993),Horror,684,274
2516,Children of the Corn III (1994),Horror,685,274
2517,Christine (1983),Horror,694,274
2518,Night Shift (1982),Comedy,2477,176
2519,House on Haunted Hill (1958),Horror,1665,274
2520,Airport (1970),Drama,86,239
2521,Airport 1975 (1974),Drama,87,239
2522,Airport '77 (1977),Drama,85,239
2523,Rollercoaster (1977),Drama|Thriller,2962,260
2524,"Towering Inferno, The (1974)",Action|Drama,3570,64
2525,Alligator (1980),Action|Horror|Sci-Fi,118,76
2526,Meteor (1979),Sci-Fi,2254,294
2527,Westworld (1973),Action|Sci-Fi|Thriller|Western,3759,89
2528,Logan's Run (1976),Action|Adventure|Sci-Fi,2061,33
2529,Planet of the Apes (1968),Action|Sci-Fi,2714,86
2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi,355,86
2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi,314,86
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,778,86
2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi,1099,86
2534,Avalanche (1978),Action,243,0
2535,Earthquake (1974),Action,1046,0
2536,"Concorde: Airport '79, The (1979)",Drama,770,239
2537,Beyond the Poseidon Adventure (1979),Adventure,381,96
2538,Dancemaker (1998),Documentary,868,235
2539,Analyze This (1999),Comedy,159,176
2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,796,58
2541,Cruel Intentions (1999),Drama,839,239
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,2058,183
2543,Six Ways to Sunday (1997),Comedy,3154,176
2544,"School of Flesh, The (L' École de la chair) (1998)",Drama,3046,239
2545,Relax... It's Just Sex (1998),Comedy,2891,176
2546,"Deep End of the Ocean, The (1999)",Drama,926,239
2547,Harvest (1998),Drama,1542,239
2548,"Rage: Carrie 2, The (1999)",Horror,2843,274
2549,Wing Commander (1999),Action|Sci-Fi,3813,86
2550,"Haunting, The (1963)",Horror|Thriller,1548,280
2551,Dead Ringers (1988),Drama|Thriller,905,260
2552,My Boyfriend's Back (1993),Comedy,2394,176
2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,3701,279
2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller,687,279
2555,Baby Geniuses (1999),Comedy,254,176
2556,Telling You (1998),Comedy|Drama|Romance,3443,187
2557,I Stand Alone (Seul contre tous) (1998),Drama,1709,239
2558,Forces of Nature (1999),Comedy|Romance,1269,207
2559,"King and I, The (1999)",Animation|Children's,1917,144
2560,Ravenous (1999),Drama|Horror,2863,244
2561,True Crime (1999),Crime|Thriller,3602,234
2562,Bandits (1997),Drama,290,239
2563,Beauty (1998),Drama,331,239
2564,"Empty Mirror, The (1999)",Drama,1077,239
2565,"King and I, The (1956)",Musical,1916,281
2566,Doug's 1st Movie (1999),Animation|Children's,1003,144
2567,EDtv (1999),Comedy,1044,176
2568,"Mod Squad, The (1999)",Action|Crime,2307,56
2569,Among Giants (1998),Drama|Romance,155,252
2570,"Walk on the Moon, A (1999)",Drama|Romance,3721,252
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,2215,87
2572,10 Things I Hate About You (1999),Comedy|Romance,6,207
2573,Tango (1998),Drama,3423,239
2574,"Out-of-Towners, The (1999)",Comedy,2605,176
2575,"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",Drama,1020,239
2576,"Love, etc. (1996)",Drama,2110,239
2577,Metroland (1997),Comedy|Drama,2257,185
2578,"Sticky Fingers of Time, The (1997)",Sci-Fi,3326,294
2579,Following (1998),Drama,1251,239
2580,Go (1999),Crime,1402,216
2581,Never Been Kissed (1999),Comedy|Romance,2452,207
2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy,3621,43
2583,Cookie's Fortune (1999),Mystery,787,285
2584,Foolish (1999),Comedy,1252,176
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,2112,252
2586,"Goodbye, Lover (1999)",Comedy|Crime|Thriller,1438,183
2587,Life (1999),Comedy,2010,176
2588,Clubland (1998),Drama,740,239
2589,Friends & Lovers (1999),Comedy|Drama|Romance,1311,187
2590,Hideous Kinky (1998),Drama,1600,239
2591,Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998),Comedy|Romance,1827,207
2592,"Joyriders, The (1999)",Drama,1851,239
2593,"Monster, The (Il Mostro) (1994)",Comedy,2322,176
2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi,2582,253
2595,Photographer (Fotoamator) (1998),Documentary,2696,235
2596,SLC Punk! (1998),Comedy|Drama,3007,185
2597,Lost & Found (1999),Comedy|Romance,2080,207
2598,Pushing Tin (1999),Comedy,2825,176
2599,Election (1999),Comedy,1069,176
2600,eXistenZ (1999),Action|Sci-Fi|Thriller,3882,87
2601,"Little Bit of Soul, A (1998)",Comedy,2031,176
2602,Mighty Peking Man (Hsing hsing wang) (1977),Adventure|Sci-Fi,2278,138
2603,Nô (1998),Drama,2535,239
2604,Let it Come Down: The Life of Paul Bowles (1998),Documentary,1998,235
2605,Entrapment (1999),Crime|Thriller,1093,234
2606,Idle Hands (1999),Comedy|Horror,1724,196
2607,Get Real (1998),Drama,1366,239
2608,Heaven (1998),Thriller,1565,298
2609,"King of Masks, The (Bian Lian) (1996)",Drama,1920,239
2610,Three Seasons (1999),Drama,3506,239
2611,"Winslow Boy, The (1998)",Drama,3819,239
2612,Mildred Pierce (1945),Drama,2281,239
2613,Night of the Comet (1984),Action|Horror|Sci-Fi,2481,76
2614,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,693,76
2615,My Science Project (1985),Adventure|Sci-Fi,2416,138
2616,Dick Tracy (1990),Action|Crime,962,56
2617,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,2371,26
2618,"Castle, The (1997)",Comedy,634,176
2619,Mascara (1999),Drama,2202,239
2620,This Is My Father (1998),Drama|Romance,3488,252
2621,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama|Romance,3857,252
2622,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy,2271,192
2623,Trippin' (1999),Comedy,3594,176
2624,After Life (1998),Drama,69,239
2625,Black Mask (Hak hap) (1996),Action,425,0
2626,Edge of Seventeen (1998),Comedy|Drama|Romance,1062,187
2627,Endurance (1998),Documentary|Drama,1086,236
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,3304,24
2629,"Love Letter, The (1999)",Comedy|Romance,2097,207
2630,Besieged (L' Assedio) (1998),Drama,360,239
2631,Frogs for Snakes (1998),Comedy|Film-Noir|Thriller,1316,195
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Drama,3031,239
2633,"Mummy, The (1932)",Horror|Romance,2369,277
2634,"Mummy, The (1959)",Horror,2370,274
2635,"Mummy's Curse, The (1944)",Horror,2365,274
2636,"Mummy's Ghost, The (1944)",Horror,2366,274
2637,"Mummy's Hand, The (1940)",Horror,2367,274
2638,"Mummy's Tomb, The (1942)",Horror,2368,274
2639,Mommie Dearest (1981),Drama,2314,239
2640,Superman (1978),Action|Adventure|Sci-Fi,3379,33
2641,Superman II (1980),Action|Adventure|Sci-Fi,3380,33
2642,Superman III (1983),Action|Adventure|Sci-Fi,3381,33
2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,3382,33
2644,Dracula (1931),Horror,1011,274
2645,Dracula (1958),Horror,1012,274
2646,House of Dracula (1945),Horror,1660,274
2647,House of Frankenstein (1944),Horror,1662,274
2648,Frankenstein (1931),Horror,1282,274
2649,Son of Frankenstein (1939),Horror,3233,274
2650,"Ghost of Frankenstein, The (1942)",Horror,1377,274
2651,Frankenstein Meets the Wolf Man (1943),Horror,1283,274
2652,"Curse of Frankenstein, The (1957)",Horror,851,274
2653,Son of Dracula (1943),Horror,3231,274
2654,"Wolf Man, The (1941)",Horror,3833,274
2655,Howling II: Your Sister Is a Werewolf (1985),Horror,1676,274
2656,Tarantula (1955),Horror|Sci-Fi,3428,278
2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,2956,198
2658,"Flying Saucer, The (1950)",Sci-Fi,1247,294
2659,It Came from Hollywood (1982),Comedy|Documentary,1792,184
2660,"Thing From Another World, The (1951)",Sci-Fi,3478,294
2661,It Came from Outer Space (1953),Sci-Fi,1793,294
2662,"War of the Worlds, The (1953)",Action|Sci-Fi|War,3732,90
2663,It Came from Beneath the Sea (1955),Sci-Fi,1791,294
2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi,1779,278
2665,Earth Vs. the Flying Saucers (1956),Sci-Fi,1045,294
2666,It Conquered the World (1956),Sci-Fi,1794,294
2667,"Mole People, The (1956)",Sci-Fi,2311,294
2668,Swamp Thing (1982),Horror|Sci-Fi,3391,278
2669,Pork Chop Hill (1959),War,2750,299
2670,"Run Silent, Run Deep (1958)",War,2995,299
2671,Notting Hill (1999),Comedy|Romance,2525,207
2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,3486,259
2673,Eternity and a Day (Mia eoniotita ke mia mera ) (1998),Drama,1101,239
2674,"Loss of Sexual Innocence, The (1999)",Drama,2079,239
2675,Twice Upon a Yesterday (1998),Comedy|Drama|Romance,3619,187
2676,Instinct (1999),Drama|Thriller,1774,260
2677,Buena Vista Social Club (1999),Documentary,574,235
2678,Desert Blue (1999),Drama,939,239
2679,Finding North (1999),Drama|Romance,1204,252
2680,Floating (1997),Drama,1239,239
2681,Free Enterprise (1998),Comedy|Romance|Sci-Fi,1287,208
2682,Limbo (1999),Drama,2024,239
2683,Austin Powers: The Spy Who Shagged Me (1999),Comedy,237,176
2684,Taxman (1999),Comedy|Drama,3436,185
2685,"Red Dwarf, The (Le Nain rouge) (1998)",Comedy|Drama,2880,185
2686,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery,2885,248
2687,Tarzan (1999),Animation|Children's,3430,144
2688,"General's Daughter, The (1999)",Drama|Thriller,1354,260
2689,Get Bruce (1999),Documentary,1362,235
2690,"Ideal Husband, An (1999)",Comedy,1721,176
2691,"Legend of 1900, The (Leggenda del pianista sull'oceano) (1998)",Drama,1994,239
2692,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance,2994,61
2693,Trekkies (1997),Documentary,3586,235
2694,Big Daddy (1999),Comedy,393,176
2695,"Boys, The (1997)",Drama,517,239
2696,"Dinner Game, The (Le Dîner de cons) (1998)",Comedy,972,176
2697,My Son the Fanatic (1998),Comedy|Drama|Romance,2417,187
2698,Zone 39 (1997),Sci-Fi,3881,294
2699,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,205,52
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,3247,154
2701,Wild Wild West (1999),Action|Sci-Fi|Western,3806,91
2702,Summer of Sam (1999),Drama,3370,239
2703,Broken Vessels (1998),Drama,559,239
2704,"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)",Drama|Romance,2113,252
2705,"Late August, Early September (Fin août, début septembre) (1998)",Drama,1977,239
2706,American Pie (1999),Comedy,136,176
2707,Arlington Road (1999),Thriller,208,298
2708,"Autumn Tale, An (Conte d'automne) (1998)",Romance,241,290
2709,Muppets From Space (1999),Children's|Comedy,2375,160
2710,"Blair Witch Project, The (1999)",Horror,436,274
2711,My Life So Far (1999),Drama,2408,239
2712,Eyes Wide Shut (1999),Drama,1130,239
2713,Lake Placid (1999),Horror|Thriller,1951,280
2714,"Wood, The (1999)",Drama,3845,239
2715,"Velocity of Gary, The (1998)",Comedy|Romance,3686,207
2716,Ghostbusters (1984),Comedy|Horror,1378,196
2717,Ghostbusters II (1989),Comedy|Horror,1379,196
2718,Drop Dead Gorgeous (1999),Comedy,1025,176
2719,"Haunting, The (1999)",Horror|Thriller,1549,280
2720,Inspector Gadget (1999),Action|Adventure|Children's|Comedy,1772,6
2721,Trick (1999),Romance,3590,290
2722,Deep Blue Sea (1999),Action|Sci-Fi|Thriller,925,87
2723,Mystery Men (1999),Action|Adventure|Comedy,2419,9
2724,Runaway Bride (1999),Comedy|Romance,2998,207
2725,Twin Falls Idaho (1999),Drama,3622,239
2726,"Killing, The (1956)",Crime|Film-Noir,1908,226
2727,Killer's Kiss (1955),Film-Noir,1902,266
2728,Spartacus (1960),Drama,3256,239
2729,Lolita (1962),Drama,2062,239
2730,Barry Lyndon (1975),Drama,300,239
2731,"400 Blows, The (Les Quatre cents coups) (1959)",Drama,25,239
2732,Jules and Jim (Jules et Jim) (1961),Drama,1856,239
2733,Vibes (1988),Adventure|Comedy,3697,120
2734,"Mosquito Coast, The (1986)",Drama,2336,239
2735,"Golden Child, The (1986)",Action|Adventure|Comedy,1421,9
2736,Brighton Beach Memoirs (1986),Comedy,547,176
2737,Assassination (1987),Action,222,0
2738,Crimes of the Heart (1986),Comedy|Drama,819,185
2739,"Color Purple, The (1985)",Drama,753,239
2740,"Kindred, The (1986)",Horror,1910,274
2741,No Mercy (1986),Action|Thriller,2507,92
2742,Ménage (Tenue de soirée) (1986),Comedy|Drama,2424,185
2743,Native Son (1986),Drama,2437,239
2744,Otello (1986),Drama,2594,239
2745,"Mission, The (1986)",Drama,2299,239
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,2044,197
2747,"Little Shop of Horrors, The (1960)",Comedy|Horror,2045,196
2748,Allan Quartermain and the Lost City of Gold (1987),Action|Adventure,116,1
2749,"Morning After, The (1986)",Drama|Mystery,2332,248
2750,Radio Days (1987),Comedy|Drama,2841,185
2751,From the Hip (1987),Comedy,1320,176
2752,Outrageous Fortune (1987),Comedy|Mystery,2609,203
2753,"Bedroom Window, The (1987)",Thriller,336,298
2754,Deadtime Stories (1987),Horror,908,274
2755,Light of Day (1987),Drama,2020,239
2756,Wanted: Dead or Alive (1987),Action,3727,0
2757,Frances (1982),Drama,1280,239
2758,Plenty (1985),Drama,2723,239
2759,Dick (1999),Comedy,961,176
2760,"Gambler, The (A Játékos) (1997)",Drama,1339,239
2761,"Iron Giant, The (1999)",Animation|Children's,1788,144
2762,"Sixth Sense, The (1999)",Thriller,3159,298
2763,"Thomas Crown Affair, The (1999)",Action|Thriller,3492,92
2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Thriller,3491,225
2765,"Acid House, The (1998)",Comedy|Drama,47,185
2766,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama,64,185
2767,Illuminata (1998),Comedy,1730,176
2768,Stiff Upper Lips (1998),Comedy,3327,176
2769,"Yards, The (1999)",Crime|Mystery,3859,233
2770,Bowfinger (1999),Comedy,504,176
2771,Brokedown Palace (1999),Drama,555,239
2772,Detroit Rock City (1999),Comedy,949,176
2773,Alice and Martin (Alice et Martin) (1998),Drama,96,239
2774,Better Than Chocolate (1999),Comedy|Romance,372,207
2775,Head On (1998),Drama,1554,239
2776,"Marcello Mastroianni: I Remember Yes, I Remember (1997)",Documentary,2186,235
2777,Cobra (1925),Drama,744,239
2778,Never Talk to Strangers (1995),Thriller,2455,298
2779,Heaven Can Wait (1978),Comedy,1566,176
2780,"Raven, The (1963)",Comedy|Horror,2862,196
2781,"Tingler, The (1959)",Horror,3531,274
2782,Pit and the Pendulum (1961),Horror,2709,274
2783,"Tomb of Ligeia, The (1965)",Horror,3551,274
2784,"Masque of the Red Death, The (1964)",Horror,2205,274
2785,Tales of Terror (1962),Horror,3417,274
2786,Haunted Honeymoon (1986),Comedy,1546,176
2787,Cat's Eye (1985),Horror,639,274
2788,And Now for Something Completely Different (1971),Comedy,166,176
2789,Damien: Omen II (1978),Horror,865,274
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror,1202,274
2791,Airplane! (1980),Comedy,84,176
2792,Airplane II: The Sequel (1982),Comedy,83,176
2793,"American Werewolf in Paris, An (1997)",Comedy|Horror,145,196
2794,European Vacation (1985),Comedy,1102,176
2795,Vacation (1983),Comedy,3677,176
2796,Funny Farm (1988),Comedy,1332,176
2797,Big (1988),Comedy|Fantasy,385,192
2798,Problem Child (1990),Comedy,2793,176
2799,Problem Child 2 (1991),Comedy,2794,176
2800,Little Nemo: Adventures in Slumberland (1992),Animation|Children's,2039,144
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,2593,252
2802,Tequila Sunrise (1988),Action|Romance|Thriller,3447,84
2803,"Pelican Brief, The (1993)",Thriller,2662,298
2804,"Christmas Story, A (1983)",Comedy|Drama,696,185
2805,Mickey Blue Eyes (1999),Comedy|Romance,2263,207
2806,Teaching Mrs. Tingle (1999),Comedy|Thriller,3438,213
2807,Universal Soldier: The Return (1999),Action|Sci-Fi,3665,86
2808,Universal Soldier (1992),Action|Sci-Fi,3664,86
2809,Love Stinks (1999),Comedy,2099,176
2810,Perfect Blue (1997),Animation|Mystery,2668,157
2811,With Friends Like These... (1998),Comedy,3826,176
2812,In Too Deep (1999),Action|Thriller,1742,92
2813,"Source, The (1999)",Documentary,3245,235
2814,"Bat, The (1959)",Horror,306,274
2815,Iron Eagle (1986),Action|War,1785,94
2816,Iron Eagle II (1988),Action|War,1786,94
2817,Aces: Iron Eagle III (1992),Action|War,46,94
2818,Iron Eagle IV (1995),Action|War,1787,94
2819,Three Days of the Condor (1975),Thriller,3502,298
2820,Hamlet (1964),Drama,1512,239
2821,Male and Female (1919),Adventure|Drama,2151,126
2822,Medicine Man (1992),Adventure|Romance,2232,136
2823,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action|Drama,3268,64
2824,On the Ropes (1999),Documentary,2561,235
2825,Rosie (1998),Drama,2981,239
2826,"13th Warrior, The (1999)",Action|Horror|Thriller,10,78
2827,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller,228,295
2828,Dudley Do-Right (1999),Children's|Comedy,1033,160
2829,"Muse, The (1999)",Comedy|Drama,2383,185
2830,Cabaret Balkan (Bure Baruta) (1998),Drama,596,239
2831,"Dog of Flanders, A (1999)",Drama,987,239
2832,"Lost Son, The (1999)",Drama,2083,239
2833,Lucie Aubrac (1997),Romance|War,2118,292
2834,"Very Thought of You, The (1998)",Comedy|Romance,3696,207
2835,Chill Factor (1999),Action|Thriller,689,92
2836,Outside Providence (1999),Comedy,2611,176
2837,Bedrooms & Hallways (1998),Comedy|Romance,337,207
2838,I Woke Up Early the Day I Died (1998),Comedy,1712,176
2839,West Beirut (West Beyrouth) (1998),Drama,3757,239
2840,Stigmata (1999),Thriller,3328,298
2841,Stir of Echoes (1999),Thriller,3332,298
2842,Best Laid Plans (1999),Crime|Drama,361,217
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,421,207
2844,"Minus Man, The (1999)",Drama|Mystery,2288,248
2845,White Boys (1999),Drama,3784,239
2846,"Adventures of Milo and Otis, The (1986)",Children's,59,159
2847,Only Angels Have Wings (1939),Drama,2579,239
2848,Othello (1952),Drama,2595,239
2849,Queens Logic (1991),Comedy|Drama,2832,185
2850,Public Access (1993),Drama|Thriller,2813,260
2851,Saturn 3 (1979),Adventure|Sci-Fi|Thriller,3032,139
2852,"Soldier's Story, A (1984)",Drama,3213,239
2853,"Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977)",Horror,765,274
